Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,2,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,3,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,4,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,5,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,6,"5,140",0,"43,343",0,"1,034",0,200,0,129,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,7,"16,676",0,"118,665",0,"1,454",0,"1,595",0,181,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,8,"10,222",0,"43,733",0,994,0,303,0,143,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,9,"4,980",0,"27,548",0,734,0,0,0,30,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,10,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,11,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,12,100,0,0,0,0,0,0,0,0,0,0,Katmai NP & PRES,KATM,National Park,Alaska,AK,2017,"37,818",0,"233,289",0,"4,216",0,"2,098",0,483,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,1,27,0,219,0,0,0,0,0,8,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,2,46,0,564,0,0,0,0,0,23,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,3,31,0,846,0,0,0,0,0,38,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,4,16,0,142,0,0,0,0,0,6,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,5,"26,598",0,"88,554",0,0,0,50,0,8,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,6,"75,399",0,"253,072",0,0,0,264,0,170,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,7,"100,682",0,"337,694",0,0,0,488,0,210,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,8,"64,760",0,"168,896",0,0,0,336,0,133,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,9,"31,297",0,"106,512",0,0,0,38,0,26,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,10,"4,707",0,"9,413",0,0,0,0,0,0,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,11,12,0,440,0,0,0,0,0,20,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,12,23,0,705,0,0,0,0,0,32,0,0,Kenai Fjords NP,KEFJ,National Park,Alaska,AK,2017,"303,598",0,"967,057",0,0,0,"1,176",0,674,0,0
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,1,"15,418","1,471","74,008","1,471","1,142",0,191,67,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,2,"11,318","1,321","54,328","1,321","1,084",0,172,54,0,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,3,"21,097","1,382","101,268","1,382","2,417",0,572,318,1,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,4,"37,205","1,553","1,354,266","1,553","3,844",0,"2,156","1,441",13,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,5,"75,564","2,592","2,750,546","2,592","2,428",0,"8,309","3,876",500,0,119,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,6,"101,999","4,304","3,763,748","4,304","9,329",0,"25,170","7,705","5,366",0,853,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,7,"135,073","5,054","4,984,179","5,054","7,991",0,"38,678","8,631","7,780",0,866,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,8,"102,530","3,778","3,732,100","3,778","7,999",0,"27,803","6,754","9,345",0,622,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,9,"85,345","2,430","3,106,569","2,430","8,279",0,"13,916","4,725","2,489",0,141,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,10,"54,012","2,007","1,966,054","2,007","5,538",0,"5,355","3,495",116,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,11,"29,885","1,315","1,087,806","1,315","3,285",0,"1,161",474,33,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,12,"23,486","1,119","112,733","1,119","1,957",0,801,366,2,0,0,Kings Canyon NP,KICA,National Park,Pacific West ,CA,2017,"692,932","28,326","23,087,605","113,304","55,293",0,"124,284","37,906","25,645",0,"2,601"
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,1,"1,400",700,"4,400",700,0,0,0,0,450,500,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,2,800,400,"2,750",400,0,0,0,0,400,400,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,3,900,450,"3,000",450,0,0,0,0,425,500,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,4,900,450,"3,000",450,0,0,0,0,425,500,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,5,900,450,"2,850",450,0,0,0,0,425,600,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,6,"1,200",600,"4,050",600,0,0,0,0,575,800,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,7,"1,500",750,"5,100",750,0,0,0,0,725,800,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,8,"1,600",800,"5,350",800,0,0,0,0,750,400,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,9,"1,600",800,"5,350",800,0,0,0,0,750,400,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,10,"1,800",900,"6,150",900,0,0,0,0,750,750,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,11,"1,500",750,"4,500",750,0,0,0,0,700,"1,000",0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,12,"1,400",700,"4,400",700,0,0,0,0,675,450,0,Kobuk Valley NP,KOVA,National Park,Alaska,AK,2017,"15,500","7,750","50,900","62,000",0,0,0,0,"7,050","7,100",0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,1,171,0,342,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,2,233,0,466,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,3,348,0,"1,400",0,0,0,0,0,32,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,4,336,0,"1,266",0,0,0,0,0,27,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,5,660,0,"3,212",0,0,0,0,0,86,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,6,"3,992",0,"32,448",0,0,0,0,0,"1,112",0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,7,"6,336",0,"74,866",0,0,0,0,0,"2,827",0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,8,"6,764",0,"77,878",0,0,0,0,0,"2,925",0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,9,"3,148",0,"8,782",0,0,0,0,0,113,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,10,264,0,"2,200",0,0,0,0,0,76,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,11,258,0,516,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,12,245,0,490,0,0,0,0,0,0,0,0,Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2017,"22,755",0,"203,866",0,0,0,0,0,"7,198",0,0
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,1,"9,231",0,"60,594",0,0,0,57,93,98,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,2,"7,203",0,"48,447",0,0,0,138,15,96,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,3,"7,002",0,"46,968",0,0,0,84,60,92,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,4,"10,518",0,"70,437",0,0,0,66,117,166,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,5,"31,173",0,"235,044",0,0,0,"1,176",624,171,0,315,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,6,"58,880",0,"697,362",0,"1,017",0,"7,284","5,076",356,0,"2,652",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,7,"122,834",0,"1,392,978",0,"1,556",0,"15,291","6,714","1,468",0,"6,208",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,8,"111,514",0,"1,448,604",0,"1,535",0,"19,191","8,556","2,220",0,"5,618",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,9,"88,592",0,"988,977",0,"1,154",0,"11,058","6,204","1,899",0,"1,467",Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,10,"40,581",0,"354,723",0,313,0,"2,361","2,199",70,0,354,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,11,"10,335",0,"64,740",0,0,0,33,54,43,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,12,"9,393",0,"58,374",0,0,0,33,18,45,0,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2017,"507,256",0,"5,467,248",0,"5,575",0,"56,772","29,730","6,724",0,"16,614"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,1,"9,842","10,705","50,074","10,705",261,0,24,4,131,0,0,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,2,"11,027","12,430","61,515","12,430",653,0,44,8,227,0,0,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,3,"45,290","10,773","251,080","10,773",653,0,"2,224","1,468",211,0,188,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,4,"60,668","11,818","355,536","11,818",980,0,"3,416","2,404",254,0,711,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,5,"50,498","11,336","326,789","11,336",914,0,"4,580","2,356",366,0,582,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,6,"82,062","10,408","497,470","10,408","1,570",0,"7,384","1,636",368,0,837,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,7,"115,323","11,299","648,286","11,299","1,570",0,"7,728","1,584",494,0,900,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,8,"84,608","7,858","504,847","7,858","1,437",0,"7,332","1,780",454,0,654,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,9,"41,365","11,659","276,314","11,659",994,0,"4,596","1,480",366,0,54,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,10,"48,939","12,708","318,944","12,708","1,196",0,"4,236","2,384",480,0,257,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,11,"22,779","12,825","132,260","12,825",385,0,"1,108",888,179,0,8,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,12,"15,452","12,198","74,130","12,198",178,0,60,8,223,0,0,Mammoth Cave NP,MACA,National Park,Southeast ,KY,2017,"587,853","136,017","3,497,245","68,007","10,791",0,"42,732","16,000","3,753",0,"4,191"
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,1,"5,601",84,"25,206",84,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,2,"5,737",0,"25,815",0,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,3,"21,016",254,"94,570",254,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,4,"34,568",632,"188,623",632,"1,162",0,402,272,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,5,"64,239","1,672","529,618","1,672","3,086",0,"9,015","1,148",0,0,115,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,6,"111,130","1,941","698,942","1,941","3,836",0,"6,022","1,115",0,0,74,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,7,"119,918","2,028","792,575","2,028","3,696",0,"5,155","5,178",0,0,24,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,8,"96,470","1,683","593,623","1,683","3,463",0,"4,232","1,155",0,0,11,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,9,"77,036",718,"578,780",718,"3,975",0,"3,645","5,232",0,0,43,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,10,"51,351",0,"352,240",0,"2,604",0,"1,408","2,708",0,0,12,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,11,"14,824",0,"66,706",0,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,12,"11,898",0,"53,543",0,0,0,0,0,0,0,0,Mesa Verde NP,MEVE,National Park,Intermountain ,CO,2017,"613,788","9,012","4,000,241","9,012","21,822",0,"29,879","16,808",0,0,279
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,1,"27,204",0,"136,020",0,637,0,0,0,749,0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,2,"21,557",0,"107,787",0,721,0,0,0,"1,223",0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,3,"22,768",0,"113,839",0,505,0,0,0,"2,204",0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,4,"34,679",0,"173,396",0,557,0,0,0,"2,436",0,0,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,5,"97,809","54,862","489,045","54,862","2,094",0,"2,223","1,109","4,100",0,118,Mount Rainier NP,MORA,National Park,Pacific West ,WA,2017,"1,415,867","631,035","16,870,540","631,035","29,798",0,"74,721","29,400","55,333",0,"9,674"
